player,firstname,lastname,ht,wt,b,t,pos1,pos2,debut,final,birth,death
Leonard Johnson,Leonard,Johnson,,,,,NA,NA,1947,1948,,
M. Johnson,M.,Johnson,,,,,NA,NA,1945,1945,,
Mex Johnson,Mex,Johnson,"5'7""",150,R,R,NA,NA,1937,1938,"9/16/1911								 (Little Rock, AR)","9/24/2005								 (Denver, CO)"
P. Johnson,P.,Johnson,,,,,NA,NA,1937,1937,,
Ralph Johnson,Ralph,Johnson,,,R,R,NA,NA,1941,1941,,
Robert Johnson,Robert,Johnson,,,,,NA,NA,1940,1940,,
Tommy Johnson,Tommy,Johnson,,190,,R,NA,NA,1937,1942,,
Tommy Johnson,Tommy,Johnson,"5'10""",179,R,R,NA,NA,1940,1940,"3/10/1917								 (Philadelphia, PA)","3/21/2007								 (Silver Spring, MD)"
Tracey Johnson,Tracey,Johnson,,,R,R,NA,NA,1938,1938,,
Ty Johnson,Ty,Johnson,,,,,NA,NA,1937,1937,,
Jones,NA,Jones,,,,,NA,NA,1937,1937,,
Jones,NA,Jones,,,,,NA,NA,1939,1939,,
Jones,NA,Jones,,,,,NA,NA,1946,1946,,
Jones,NA,Jones,,,,,NA,NA,1948,1948,,
Jones,NA,Jones,,,,,NA,NA,1945,1945,,
Al Jones,Al,Jones,"5'10""",165,R,R,NA,NA,1944,1945,,
Archie Jones,Archie,Jones,,,R,R,NA,NA,1940,1941,,
Casey Jones,Casey,Jones,"6'2""",205,L,R,NA,NA,1940,1948,"7/19/1918								 (Dublin, MS)","11/17/1998								 (Memphis, TN)"
Collins Jones,Collins,Jones,"5'11""",175,B,R,NA,NA,1943,1946,"10/15/1922								 (Macon, GA)","11/11/1991								 (Detroit, MI)"
Earl Jones,Earl,Jones,,,R,R,NA,NA,1937,1937,,
Eugene Jones,Eugene,Jones,"6'2""",195,L,L,NA,NA,1943,1943,"3/9/1922								 (Atlanta, GA)","7/30/1960								 (Atlanta, GA)"
Hank Jones,Hank,Jones,,,,,NA,NA,1940,1940,,
Jim Jones,Jim,Jones,,,,,NA,NA,1943,1943,,
Julius Jones,Julius,Jones,,,R,R,NA,NA,1938,1940,,
Mint Jones,Mint,Jones,"5'11""",186,B,R,NA,NA,1937,1941,"12/10/1910								 (Tampa, FL)",
Pete Jones,Pete,Jones,,,R,R,NA,NA,1946,1946,,
Ray Jones,Ray,Jones,,,,,NA,NA,1941,1941,,
Sam Jones,Sam,Jones,"6'4""",192,R,R,NA,NA,1947,1948,"12/14/1925								 (Stewartsville, OH)","11/5/1971								 (Morgantown, WV)"
Jordan,NA,Jordan,,,,,NA,NA,1948,1948,,
Cecil Kaiser,Cecil,Kaiser,"5'6""",165,L,L,NA,NA,1947,1947,"6/27/1920								 (Wytheville, VA)","2/14/2011								 (Southfield, MI)"
Kane,NA,Kane,,,,,NA,NA,1944,1944,,
Kearns,NA,Kearns,,,,,NA,NA,1946,1946,,
Keeling,NA,Keeling,,,,,NA,NA,1943,1943,,
Leon Kellman,Leon,Kellman,"5'11""",160,R,R,NA,NA,1946,1948,"7/11/1918								 (Gatún, Panama)","5/13/2003								 (Miami, FL)"
W. H. Kelly,W. H.,Kelly,,,,,NA,NA,1941,1941,,
William Kelly,William,Kelly,,,,,NA,NA,1944,1945,,
Kelsey,NA,Kelsey,,,,,NA,NA,1943,1943,,
Gabby Kemp,Gabby,Kemp,"5'5""",145,R,R,NA,NA,1937,1941,"4/9/1919								 (Winder, GA)","10/21/1993								 (Atlanta, GA)"
George Kemp,George,Kemp,,,R,R,NA,NA,1943,1943,,
Leonard Kendrick,Leonard,Kendrick,,,,,NA,NA,1943,1943,,
Robert Keyes,Robert,Keyes,,,L,L,NA,NA,1940,1945,,
Henry Kimbro,Henry,Kimbro,"5'8""",175,L,R,NA,NA,1937,1948,"2/10/1912								 (Nashville, TN)","7/11/1999								 (Nashville, TN)"
Larry Kimbrough,Larry,Kimbrough,"5'10""",195,B,B,NA,NA,1942,1948,"9/23/1923								 (Philadelphia, PA)","1/29/2001								 (Philadelphia, PA)"
Kine,NA,Kine,,,,,NA,NA,1947,1947,,
Brennan King,Brennan,King,"6'2""",200,,R,NA,NA,1943,1944,"8/16/1916								 (Butte, MT)","12/5/1978								 (Seattle, WA)"
Charlie King,Charlie,King,"6'3""",170,,,NA,NA,1937,1938,"11/9/1912								 (Roper, NC)","11/4/1969								 (Plymouth, NC)"
Dolly King,Dolly,King,"6'3""",218,,,NA,NA,1944,1948,11/15/1916 (birthplace unknown),"1/29/1969								 (Binghamton, NY)"
Richard King,Richard,King,"5'9""",140,R,R,NA,NA,1943,1948,"9/15/1904								 (Jacksonville, FL)","12/29/1966								 (Philadelphia, PA)"
Wilbert King,Wilbert,King,"5'8""",140,,,NA,NA,1944,1947,"2/16/1915								 (Birmingham, AL)",
L'meyer,NA,meyer,,,,,NA,NA,1937,1937,,
Percy Lacey,Percy,Lacey,,,,,NA,NA,1937,1937,,
Raymon Lacy,Raymon,Lacy,"5'9""",150,,,NA,NA,1947,1947,"8/12/1922								 (Bullard, TX)","2/10/2020								 (Wiergate, TX)"
Clarence Lamar,Clarence,Lamar,"5'11""",167,R,R,NA,NA,1937,1944,"3/12/1915								 (Montgomery, AL)",
Horatio Lamar,Horatio,Lamar,"5'9""",160,L,R,NA,NA,1939,1939,"7/11/1911								 (Augusta, Ga)","2/19/1998								 (Augusta, GA)"
Jim LaMarque,Jim,LaMarque,"6'1""",173,L,L,NA,NA,1942,1948,"7/29/1920								 (Potosi, MO)","1/15/2000								 (North Kansas City, MO)"
Langrum,NA,Langrum,,,,,NA,NA,1939,1939,,
Wilbur Lansing,Wilbur,Lansing,,,,,NA,NA,1948,1948,"1/13/1929								 (Dover, NJ)","1/23/2000								 (Parsippany, NJ)"
Phelbert Lawson,Phelbert,Lawson,"5'11""",157,,,NA,NA,1945,1945,"10/22/1919								 (Washington, VA)","1/5/2001								 (Canton, OH)"
Willie Lee,Willie,Lee,,,,,NA,NA,1943,1943,,
Juan León,Juan,León,,,L,L,NA,NA,1948,1948,"1919								 (Gibara, Cuba)",1992 (death place unknown)
Leonard,NA,Leonard,,,,,NA,NA,1943,1943,,
A. D. Lewis,A. D.,Lewis,,,,,NA,NA,1937,1937,,
Henry Lewis,Henry,Lewis,,,,L,NA,NA,1943,1943,,
John Lewis,John,Lewis,,,,,NA,NA,1945,1945,,
Rufus Lewis,Rufus,Lewis,"6'0""",180,R,R,NA,NA,1946,1948,"12/13/1919								 (Johnston Station, MS)","12/17/1999								 (Southfield, MI)"
Rogelio Linares,Rogelio,Linares,"5'9""",180,L,L,NA,NA,1940,1946,"9/20/1909								 (Havana, Cuba)",
Henry Lipsey,Henry,Lipsey,,,,,NA,NA,1942,1942,,
Nora Listach,Nora,Listach,"5'10""",172,R,R,NA,NA,1941,1941,"3/22/1910								 (Natchitoches, LA)","8/14/1987								 (Cincinnati, OH)"
Lithet,NA,Lithet,,,,,NA,NA,1942,1942,,
Earl Little,Earl,Little,,,,,NA,NA,1938,1942,,
Ben Littles,Ben,Littles,,,L,R,NA,NA,1948,1948,,
Clarence Locke,Clarence,Locke,"5'9""",180,R,R,NA,NA,1945,1948,"3/25/1911								 (Kansas City, MO)","1/1971								 (Kansas City, KS)"
Eddie Locke,Eddie,Locke,"5'11""",181,L,R,NA,NA,1943,1945,"1/13/1923								 (Gatesville, TX)","3/2/1992								 (Corpus Christi, TX)"
Lester Lockett,Lester,Lockett,"5'10""",185,R,R,NA,NA,1937,1948,"3/25/1912								 (Princeton, IN)","10/4/2005								 (Chicago, IL)"
Lockhart,NA,Lockhart,,,,,NA,NA,1942,1942,,
James Lockman,James,Lockman,,,,,NA,NA,1943,1943,,
Coley Logan,Coley,Logan,"5'8""",165,R,R,NA,NA,1940,1940,"9/20/1912								 (Columbia, SC)","11/8/1999								 (Hudson, NY)"
Griff Lomax,Griff,Lomax,"6'6""",,R,R,NA,NA,1942,1942,,
Earnest Long,Earnest,Long,"5'11""",175,L,R,NA,NA,1948,1948,"10/11/1927								 (Chattanooga, TN)","9/20/2000								 (Rome, GA)"
Bernell Longest,Bernell,Longest,"5'11""",175,L,R,NA,NA,1946,1948,"7/15/1918								 (New Albany, MS)","7/16/1984								 (Southfield, MI)"
Raúl López,Raúl,López,,,L,L,NA,NA,1948,1948,"4/15/1929								 (Caimito del Guayabal, Cuba)",
Honey Lott,Honey,Lott,"5'11""",167,R,R,NA,NA,1948,1948,"3/18/1925								 (Newark, NJ)","9/10/1980								 (Newark, NJ)"
Raymond Lott,Raymond,Lott,,,R,R,NA,NA,1945,1945,,
Lou Louden,Lou,Louden,"5'10""",172,R,R,NA,NA,1942,1948,"8/19/1919								 (West Point, VA)","8/31/1989								 (Newark, NJ)"
Love,NA,Love,,,,,NA,NA,1943,1943,,
Bill Lynn,Bill,Lynn,"6'2""",200,,L,NA,NA,1943,1943,"8/22/1921								 (Cleveland County, NC)","4/30/2000								 (Bronx, NY)"
Lyons,NA,Lyons,,,,,NA,NA,1947,1947,,
George Mack,George,Mack,,,,,NA,NA,1945,1945,,
Ule Mahoney,Ule,Mahoney,"5'11""",175,L,L,NA,NA,1944,1944,1917 (birthplace unknown),
William Makell,William,Makell,"5'8""",150,R,R,NA,NA,1943,1944,"6/22/1922								 (Washington, DC)",5/1967 (death place unknown)
Malcolm,NA,Malcolm,,,,,NA,NA,1939,1939,,
Mangrum,NA,Mangrum,,,,,NA,NA,1948,1948,,
Max Manning,Max,Manning,"6'4""",180,R,R,NA,NA,1939,1948,"11/18/1918								 (Rome, GA)","6/23/2003								 (Pleasantville, NJ)"
Manuel,NA,Manuel,,,,,NA,NA,1940,1940,,
Ziggy Marcell,Ziggy,Marcell,"6'3""",198,R,R,NA,NA,1939,1948,"9/1/1916								 (New Orleans, LA)","10/10/1990								 (Los Angeles, CA)"
Luis Márquez,Luis,Márquez,"5'10""",174,R,R,NA,NA,1946,1948,"10/28/1925								 (Aguadilla, Puerto Rico)","3/1/1988								 (Aguadilla, Puerto Rico)"
Martin,NA,Martin,,,,,NA,NA,1939,1939,,
Bob Martin,Bob,Martin,,,,,NA,NA,1944,1944,,
Clem Martin,Clem,Martin,,,,,NA,NA,1939,1939,,
Garcia Massingale,Garcia,Massingale,"6'0""",165,,,NA,NA,1945,1945,"6/22/1928								 (Kansas City, KS)","11/28/1990								 (Seattle, WA)"
Jack Matchett,Jack,Matchett,"6'2""",193,L,R,NA,NA,1940,1945,"2/4/1908								 (Palestine, TX)","3/19/1979								 (Los Angeles, CA)"
Verdell Mathis,Verdell,Mathis,"5'11""",155,L,L,NA,NA,1940,1948,"11/18/1913								 (Crawfordsville, AR)","10/30/1998								 (Memphis, TN)"
Fran Matthews,Fran,Matthews,"5'8""",180,L,L,NA,NA,1938,1945,"11/2/1916								 (Cambridge, MA)","8/24/1999								 (Los Angeles, CA)"
Jesse Matthews,Jesse,Matthews,,,,,NA,NA,1942,1942,,
Zearlee Maxwell,Zearlee,Maxwell,"5'8""",150,R,R,NA,NA,1937,1938,"8/16/1902								 (Cleburne, TX)","4/18/1957								 (Cleburne, TX)"
Mays,NA,Mays,,,,,NA,NA,1938,1938,,
Dave Mays,Dave,Mays,"5'11""",175,,,NA,NA,1937,1937,"12/3/1910								 (Leggett, TX)","6/23/1993								 (Houston, TX)"
Joe Mays,Joe,Mays,,,,R,NA,NA,1937,1937,"3/20/1914								 (Sweet Home, AR)","2/1986								 (Sweet Home, AR)"
Willie Mays,Willie,Mays,"5'10""",170,R,R,NA,NA,1948,1948,"5/6/1931								 (Westfield, AL)",
Frank McAllister,Frank,McAllister,"6'3""",210,R,R,NA,NA,1937,1943,"4/29/1918								 (Forrest City, AR)","5/5/1987								 (Cairo, IL)"
Charles McBridge,Charles,McBridge,,,,,NA,NA,1941,1941,,
Jeep McClain,Jeep,McClain,"6'1""",205,B,R,NA,NA,1945,1946,"3/25/1922								 (Boston, MA)","7/7/1997								 (West Philadelphia, PA)"
Nat McClinic,Nat,McClinic,"5'11""",165,R,R,NA,NA,1948,1948,"4/26/1924								 (Silver Creek, GA)","4/3/2004								 (Rome, GA)"
Butch McCord,Butch,McCord,"5'11""",175,L,L,NA,NA,1948,1948,"11/2/1925								 (Nashville, TN)","1/27/2011								 (Nashville, TN)"
Walter McCoy,Walter,McCoy,"5'11""",172,R,R,NA,NA,1945,1947,"2/20/1920								 (Leavenworth, KS)","11/10/2015								 (Lemon Grove, CA)"
George McCrary,George,McCrary,,,,,NA,NA,1944,1944,,
John McCrary,John,McCrary,,,L,R,NA,NA,1943,1943,,
McCreary,NA,McCreary,,,,,NA,NA,1937,1937,,
Jim McCurine,Jim,McCurine,"6'2""",195,L,R,NA,NA,1946,1948,"5/8/1921								 (Clinton, KY)","5/24/2002								 (Chicago, IL)"
Booker McDaniel,Booker,McDaniel,"6'2""",195,R,R,NA,NA,1940,1945,"9/13/1913								 (Blackwell, AR)","12/12/1974								 (Kansas City, MO)"
Fred McDaniel,Fred,McDaniel,"5'11""",165,L,R,NA,NA,1942,1946,"1/21/1913								 (Henderson, TX)","1/8/1990								 (Garland, TX)"
McDonald,NA,McDonald,,,,,NA,NA,1942,1942,,
McFarland,NA,McFarland,,,,,NA,NA,1943,1943,,
John McFarland,John,McFarland,,,,,NA,NA,1944,1947,,
Jimmy McIntosh,Jimmy,McIntosh,,,,,NA,NA,1937,1937,,
McKamey,NA,McKamey,,,,,NA,NA,1946,1946,,
Fred McKelvin,Fred,McKelvin,"5'10""",150,,R,NA,NA,1942,1942,"10/5/1922								 (Jacksonville, FL)",
Gready McKinnis,Gready,McKinnis,"6'2""",170,R,L,NA,NA,1941,1945,"8/11/1913								 (Union, AL)","3/4/1991								 (Chicago, IL)"
Felix McLaurin,Felix,McLaurin,"5'7""",163,B,R,NA,NA,1942,1946,"9/6/1921								 (Jacksonville, FL)","5/19/1972								 (Chicago, IL)"
Jack McLaurin,Jack,McLaurin,"5'5""",151,,,NA,NA,1944,1948,"8/1/1919								 (Jacksonville, FL)",
McLemore,NA,McLemore,,,,,NA,NA,1938,1938,,
Willie McMeans,Willie,McMeans,,,,,NA,NA,1945,1945,,
Clarence McMullen,Clarence,McMullen,,,L,R,NA,NA,1945,1945,,
Clyde McNeal,Clyde,McNeal,"6'0""",177,R,R,NA,NA,1945,1948,"12/15/1928								 (San Antonio, TX)","4/13/1996								 (San Antonio, TX)"
Willie McNeely,Willie,McNeely,,,,L,NA,NA,1946,1946,,
Lázaro Medina,Lázaro,Medina,,,L,R,NA,NA,1944,1945,"10/22/1922								 (Quivicán, Cuba)",
Cal Medley,Cal,Medley,"6'2""",180,L,L,NA,NA,1946,1946,"7/27/1923								 (Washington, DC)","10/13/1983								 (Washington, DC)"
Henry Merchant,Henry,Merchant,"6'3""",180,L,L,NA,NA,1940,1948,"2/17/1918								 (Birmingham, AL)","8/23/1982								 (Cincinnati, OH)"
Andrés Mesa,Andrés,Mesa,"5'10""",160,L,L,NA,NA,1948,1948,"1919								 (Jovellanos, Cuba)",
Metz,NA,Metz,,,,,NA,NA,1939,1939,,
James Mickey,James,Mickey,,,,R,NA,NA,1940,1940,,
John Miles,John,Miles,"6'3""",230,R,R,NA,NA,1946,1948,"8/11/1922								 (San Antonio, TX)","5/24/2013								 (San Antonio, TX)"
Zell Miles,Zell,Miles,"5'11""",180,R,R,NA,NA,1937,1940,10/6/1909 (birthplace unknown),12/18/1970 (death place unknown)
Bub Miller,Bub,Miller,,,,,NA,NA,1938,1938,,
Claude Miller,Claude,Miller,"5'11""",172,,R,NA,NA,1937,1937,"3/14/1914								 (Clarksdale, MS)","7/10/1974								 (St. Louis, MO)"
Henry Miller,Henry,Miller,"6'0""",178,R,R,NA,NA,1938,1948,"7/17/1917								 (Glenolden, PA)","8/30/1972								 (Philadelphia, PA)"
Ned Miller,Ned,Miller,,,,,NA,NA,1937,1939,,
W. Miller,W.,Miller,,,,,NA,NA,1940,1942,,
Harry Millon,Harry,Millon,,,R,R,NA,NA,1946,1947,,
Art Milton,Art,Milton,"5'11""",190,,L,NA,NA,1943,1943,"9/3/1905								 (Jacksonville, FL)",
Purnell Mincy,Purnell,Mincy,"6'4""",195,L,L,NA,NA,1938,1940,"2/14/1916								 (Statesboro, GA)","4/20/2003								 (New York, NY)"
George Minor,George,Minor,"5'6""",160,,,NA,NA,1944,1948,"4/21/1919								 (Henderson, TX)",4/1973 (death place unknown)
Minnie Miñoso,Minnie,Miñoso,"5'10""",175,R,R,NA,NA,1946,1948,"11/29/1925								 (Perico, Cuba)","3/1/2015								 (Chicago, IL)"
Pedro Miró,Pedro,Miró,,,,,NA,NA,1945,1948,"3/13/1923								 (Alquízar, Cuba)","1/28/1996								 (Buffalo, NY)"
Jim Missouri,Jim,Missouri,"5'10""",185,L,L,NA,NA,1937,1940,"5/29/1917								 (Bishopville, SC)","7/4/1989								 (Capitol Heights, MD)"
Bo Mitchell,Bo,Mitchell,,,,R,NA,NA,1937,1938,,
Clarence Mitchell,Clarence,Mitchell,,,,,NA,NA,1938,1938,,
Tee Mitchell,Tee,Mitchell,"5'7""",145,,R,NA,NA,1939,1939,"5/2/1916								 (Mill, GA)","11/3/1970								 (Atlanta, GA)"
Mondell,NA,Mondell,,,,,NA,NA,1945,1945,,
Blanch Moody,Blanch,Moody,"5'8""",150,,,NA,NA,1940,1940,"3/17/1912								 (Boyce, LA)",
Lee Moody,Lee,Moody,"6'0""",190,R,R,NA,NA,1944,1947,"5/14/1917								 (East Saint Louis, IL)","7/4/1998								 (Ferguson, MO)"
Moore,NA,Moore,,,,,NA,NA,1942,1942,,
Jack Moore,Jack,Moore,,,,,NA,NA,1939,1939,,
Robert Moore,Robert,Moore,,,,,NA,NA,1946,1946,,
Cándido Morales,Cándido,Morales,,,,,NA,NA,1948,1948,1915 (birthplace unknown),
Nate Moreland,Nate,Moreland,"6'1""",195,R,L,NA,NA,1940,1945,"4/22/1914								 (England, AR)","11/27/1973								 (Alameda County, CA)"
Pepper Morgan,Pepper,Morgan,,,,,NA,NA,1937,1938,,
Sack Morgan,Sack,Morgan,,,,L,NA,NA,1945,1948,,
Morrison,NA,Morrison,,,,,NA,NA,1943,1943,,
Sy Morton,Sy,Morton,"5'9""",165,R,R,NA,NA,1940,1944,"12/19/1921								 (Washington, NC)","1/1993								 (Philadelphia, PA)"
Lefty Moses,Lefty,Moses,"5'10""",150,,L,NA,NA,1938,1940,"8/12/1914								 (Farmerville, LA)",11/23/1989 (death place unknown)
Moten,NA,Moten,,,,,NA,NA,1937,1937,,
Murray,NA,Murray,,,,R,NA,NA,1940,1940,,
Murray,NA,Murray,,,,,NA,NA,1938,1938,,
Cowboy Murray,Cowboy,Murray,,,,,NA,NA,1943,1943,,
Eudie Napier,Eudie,Napier,"5'9""",190,L,R,NA,NA,1939,1948,"1/3/1913								 (Baldwin County, GA)","3/16/1983								 (Pittsburgh, PA)"
Larry Napoleon,Larry,Napoleon,"5'6""",164,,L,NA,NA,1947,1947,"6/11/1922								 (Marion, LA)","5/10/2002								 (Monroe, LA)"
Nash,NA,Nash,,,,,NA,NA,1942,1942,,
Raúl Navarro,Raúl,Navarro,,,,,NA,NA,1944,1945,"10/6/1921								 (Limonar, Cuba)",
Neal,NA,Neal,,,,,NA,NA,1940,1940,,
Ches Nealy,Ches,Nealy,,,,,NA,NA,1944,1944,,
Henry Nears,Henry,Nears,"5'11""",170,,,NA,NA,1940,1940,"4/17/1907								 (Checotah, OK)","10/16/1974								 (Austin, TX)"
Ray Neil,Ray,Neil,"5'9""",165,R,R,NA,NA,1946,1948,"10/12/1920								 (Apopka, FL)","7/10/1998								 (St. Joseph, MI)"
Clyde Nelson,Clyde,Nelson,"6'0""",190,R,R,NA,NA,1944,1948,"9/1/1921								 (Bradenton, FL)","7/26/1949								 (Philadelphia, PA)"
Ed Nelson,Ed,Nelson,,,,,NA,NA,1943,1943,,
Lefty Nelson,Lefty,Nelson,,,,L,NA,NA,1937,1938,,
Jimmie Newberry,Jimmie,Newberry,"5'10""",170,R,R,NA,NA,1943,1948,"6/9/1919								 (Bonham, AL)","6/23/1983								 (Bremen Township, IL)"
Don Newcombe,Don,Newcombe,"6'4""",220,L,R,NA,NA,1944,1945,"6/14/1926								 (Madison, NJ)","2/19/2019								 (Los Angeles, CA)"
Alex Newkirk,Alex,Newkirk,"5'10""",175,L,R,NA,NA,1946,1948,"12/12/1916								 (Wilmington, NC)",5/10/1996 (death place unknown)
William Newman,William,Newman,,,,,NA,NA,1937,1940,,
Willie Nixon,Willie,Nixon,"5'7""",165,,,NA,NA,1940,1941,"10/29/1916								 (York, AL)",
Bill Noble,Bill,Noble,,,,,NA,NA,1945,1945,,
Ray Noble,Ray,Noble,"5'11""",210,R,R,NA,NA,1945,1948,"3/15/1919								 (Central Hatillo, Cuba)","5/9/1998								 (Brooklyn, NY)"
Norton,NA,Norton,,,,,NA,NA,1942,1942,,
Buck O'Neil,Buck,Neil,"5'10""",190,R,R,NA,NA,1937,1948,"11/13/1911								 (Carrabelle, FL)","10/6/2006								 (Kansas City, MO)"
Warren O'Neil,Warren,Neil,,,,,NA,NA,1944,1944,,
Sam Odom,Sam,Odom,"5'7""",160,,L,NA,NA,1946,1946,"4/23/1919								 (Gordon, GA)","8/14/1977								 (Cincinnati, OH)"
Jim Oliver,Jim,Oliver,,,R,R,NA,NA,1946,1946,2/10/1919 (birthplace unknown),"12/5/1971								 (St. Petersburg, FL)"
John Henry Oliver,John,Oliver,,,R,R,NA,NA,1937,1945,,
Rafaelito Ortiz,Rafaelito,Ortiz,"5'9""",144,R,R,NA,NA,1948,1948,"7/12/1914								 (Guayanilla, Puerto Rico)","12/19/1989								 (Guayanilla, Puerto Rico)"
Julius Osley,Julius,Osley,"6'0""",166,,R,NA,NA,1937,1938,"5/15/1915								 (Acmar, AL)",1/1968 (death place unknown)
Judge Owens,Judge,Owens,"5'9""",163,L,R,NA,NA,1943,1943,"11/3/1916								 (Milner, GA)","11/22/2001								 (Queens, NY)"
Roosevelt Owens,Roosevelt,Owens,,,,,NA,NA,1937,1937,,
Smoky Owens,Smoky,Owens,"5'7""",180,,R,NA,NA,1938,1942,"3/15/1912								 (Manning, SC)","9/7/1942								 (Geneva, OH)"
Sylvester Owens,Sylvester,Owens,,,,,NA,NA,1937,1942,,
Page,NA,Page,,,,,NA,NA,1945,1945,,
Pedro Pagés,Pedro,Pagés,"5'9""",180,B,L,NA,NA,1939,1947,"2/23/1914								 (Matanzas, Cuba)",
Paige,NA,Paige,,,,,NA,NA,1937,1937,,
Bob Palm,Bob,Palm,"5'11""",167,,,NA,NA,1947,1947,"10/6/1915								 (Clarendon, AR)","7/1976								 (St. Louis, MO)"
Curtis Palmer,Curtis,Palmer,,,,,NA,NA,1945,1945,,
Parker,NA,Parker,,,,,NA,NA,1938,1938,,
Al Parker,Al,Parker,,,,L,NA,NA,1937,1937,,
Sonny Parker,Sonny,Parker,,,,,NA,NA,1943,1943,,
Charlie Parks,Charlie,Parks,"5'11""",195,R,R,NA,NA,1938,1947,"6/19/1917								 (Chester, SC)","9/13/1987								 (Salisbury, NC)"
Clyde Parris,Clyde,Parris,"5'8""",170,R,R,NA,NA,1946,1947,"9/11/1922								 (Panama City, Panama)","7/9/2016								 (Valley Stream, NY)"
Gabe Patterson,Gabe,Patterson,"5'10""",190,R,R,NA,NA,1941,1948,"9/9/1919								 (Greenwood, SC)","10/26/1991								 (Pittsburgh, PA)"
Ernest Payne,Ernest,Payne,,,,,NA,NA,1937,1937,,
Rusty Payne,Rusty,Payne,"6'0""",182,,,NA,NA,1940,1940,1923 (birthplace unknown),
Warren Peace,Warren,Peace,"5'8""",140,R,R,NA,NA,1945,1947,"8/6/1921								 (Kittrell, NC)","11/3/2002								 (Chester, PA)"
Frank Pearson,Frank,Pearson,"6'1""",160,R,R,NA,NA,1945,1948,"9/10/1919								 (Memphis, TN)","8/11/1997								 (Memphis, TN)"
Lennie Pearson,Lennie,Pearson,"6'2""",214,R,R,NA,NA,1937,1948,"5/23/1918								 (La Grange, GA)","12/7/1980								 (East Orange, NJ)"
Les Pearson,Les,Pearson,"5'11""",175,,,NA,NA,1937,1937,"6/27/1909								 (East St. Louis, IL)","4/9/1986								 (Los Angeles, CA)"
Maurice Peatros,Maurice,Peatros,"5'11""",210,L,L,NA,NA,1947,1947,"5/22/1927								 (Pittsburgh, PA)","6/25/2017								 (San Jacinto, CA)"
Nat Peeples,Nat,Peeples,"6'1""",185,R,R,NA,NA,1948,1948,"6/29/1926								 (Memphis, TN)","8/30/2012								 (Memphis, TN)"
Don Pelham,Don,Pelham,"6'2""",167,L,R,NA,NA,1937,1938,"4/14/1908								 (Hawthorne, FL)","3/28/1981								 (Lake County, FL)"
Jim Pendleton,Jim,Pendleton,"6'0""",185,R,R,NA,NA,1948,1948,"1/7/1924								 (St. Charles, MO)","3/20/1996								 (Houston, TX)"
Art Pennington,Art,Pennington,"5'11""",180,B,R,NA,NA,1941,1945,"5/18/1923								 (Memphis, TN)","1/4/2017								 (Cedar Rapids, IA)"
José Pereira,José,Pereira,"6'0""",160,R,R,NA,NA,1947,1947,"6/8/1927								 (Fajardo, Puerto Rico)","5/20/2001								 (Toa Alta, Puerto Rico)"
Luis Pérez,Luis,Pérez,,,,,NA,NA,1948,1948,,
Cecil Perkins,Cecil,Perkins,,,R,R,NA,NA,1944,1944,,
Perry,NA,Perry,,,,,NA,NA,1944,1944,,
Alonzo Perry,Alonzo,Perry,"6'3""",200,L,R,NA,NA,1946,1948,"4/14/1922								 (Elmore, AL)","10/13/1982								 (Birmingham, AL)"
Eddie Perry,Eddie,Perry,,,,,NA,NA,1943,1943,,
Walter Perry,Walter,Perry,"6'0""",185,L,R,NA,NA,1940,1940,"7/6/1915								 (Oakland, FL)","3/1980								 (Oakland, FL)"
Pfiffer,NA,Pfiffer,,,,,NA,NA,1937,1937,,
Phelps,NA,Phelps,,,,,NA,NA,1938,1938,,
Roy Phelps,Roy,Phelps,,,R,R,NA,NA,1945,1945,,
Lefty Phillips,Lefty,Phillips,,,,L,NA,NA,1939,1940,"1918								 (Nashville, TN)",
Moses Phillips,Moses,Phillips,,,,,NA,NA,1946,1946,,
Norris Phillips,Norris,Phillips,"5'9""",174,L,R,NA,NA,1942,1943,"6/18/1916								 (Rosenberg, TX)","2/4/1996								 (Seattle, WA)"
Piccard,NA,Piccard,,,,,NA,NA,1941,1941,,
Rogers Pierre,Rogers,Pierre,"5'6""",146,,R,NA,NA,1939,1939,"7/26/1913								 (New Orleans, LA)","7/27/1996								 (New Orleans, LA)"
Leonard Pigg,Leonard,Pigg,"5'9""",230,R,R,NA,NA,1947,1948,"9/18/1919								 (Grant, OK)","8/22/1993								 (Seattle, WA)"
Luis Pillot,Luis,Pillot,"5'9""",150,R,R,NA,NA,1941,1946,"8/22/1917								 (Guayama, Puerto Rico)","11/2/1963								 (Ponce, Puerto Rico)"
Al Pinkston,Al,Pinkston,"6'5""",225,L,R,NA,NA,1948,1948,"10/22/1917								 (Newbern, AL)","3/18/1981								 (Fort Wayne, IN)"
Pitts,NA,Pitts,,,,,NA,NA,1944,1945,,
Robert Poinsette,Robert,Poinsette,,,,,NA,NA,1939,1939,,
Rafael Polanco,Rafael,Polanco,,,,,NA,NA,1941,1941,"6/24/1913								 (San Juan, Puerto Rico)",
Nat Pollard,Nat,Pollard,"5'10""",175,R,R,NA,NA,1946,1948,"1/24/1915								 (Alabama City, AL)","11/23/1996								 (Dolomite, AL)"
Pool,NA,Pool,,,,,NA,NA,1937,1937,,
Claude Poole,Claude,Poole,,,,,NA,NA,1945,1948,,
Dave Pope,Dave,Pope,"5'10""",168,L,R,NA,NA,1946,1946,"6/17/1921								 (Talladega, AL)","8/28/1999								 (Cleveland, OH)"
